Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,Yes,Travel_Frequently,1020,Hardware,37,5,Human Resources,1,4912,2,Male,172,3,1,Research Scientist,2,Married,40114,1042964,3,Y,Yes,48,3,2,80,1,5,2,3,2,1,1,1
42,Yes,Non-Travel,1149,Human Resources,13,3,Other,1,4913,2,Female,123,2,2,Developer,1,Divorced,10921,327630,4,Y,Yes,1,3,3,80,1,39,1,1,5,5,5,1
57,No,Travel_Rarely,1371,Software,41,5,Medical,1,4914,3,Female,161,4,2,Manager,2,Divorced,39716,1032616,8,Y,Yes,27,2,3,80,2,8,6,1,6,2,3,1
23,Yes,Travel_Frequently,198,Hardware,28,5,Life Sciences,1,4915,2,Female,43,2,3,Laboratory Technician,2,Married,11095,88760,6,Y,Yes,33,4,2,80,1,34,2,2,33,27,17,1
22,Yes,Non-Travel,300,Research & Development,17,2,Medical,1,4916,3,Female,64,2,5,Manager,3,Married,41152,864192,8,Y,Yes,47,3,2,80,4,16,2,4,6,4,3,6
29,Yes,Travel_Frequently,1067,Research & Development,30,5,Human Resources,1,4917,3,Male,169,2,3,Manager,4,Single,39707,516191,3,Y,Yes,47,3,3,80,3,30,5,3,23,17,16,20
32,Yes,Non-Travel,1289,Support,1,5,Human Resources,1,4918,3,Female,45,2,3,Manufacturing Director,1,Single,16221,194652,6,Y,Yes,46,1,1,80,2,34,6,2,19,14,8,14
39,No,Non-Travel,256,Software,7,5,Human Resources,1,4919,4,Male,132,2,5,Sales Representative,1,Divorced,14770,310170,0,Y,No,42,2,1,80,2,29,1,2,14,6,10,14
25,Yes,Travel_Frequently,350,Support,6,5,Marketing,1,4920,2,Female,186,2,2,Laboratory Technician,1,Single,13687,232679,4,Y,No,12,4,1,80,2,37,6,2,9,3,7,1
59,No,Travel_Rarely,1027,Support,23,2,Technical Degree,1,4921,1,Male,183,3,2,Healthcare Representative,3,Married,39966,799320,6,Y,No,23,1,4,80,4,11,4,1,2,2,1,1
49,No,Non-Travel,1336,Hardware,48,1,Other,1,4922,2,Male,34,1,3,Laboratory Technician,4,Married,49981,949639,8,Y,No,23,4,4,80,4,30,2,2,19,13,5,5
59,Yes,Non-Travel,506,Support,31,2,Other,1,4923,2,Female,175,3,1,Healthcare Representative,4,Divorced,42126,674016,8,Y,No,30,3,1,80,2,32,4,4,9,2,1,9
30,Yes,Non-Travel,1357,Software,8,4,Human Resources,1,4924,1,Female,67,4,1,Healthcare Representative,2,Married,35253,740313,4,Y,Yes,12,3,2,80,1,18,1,1,12,4,1,3
21,No,Non-Travel,1465,Support,1,1,Marketing,1,4925,3,Female,50,4,2,Human Resources,4,Divorced,38586,848892,2,Y,Yes,46,4,1,80,4,17,1,3,11,10,1,7
51,No,Travel_Frequently,890,Human Resources,27,5,Other,1,4926,4,Male,183,1,1,Developer,3,Divorced,14455,260190,1,Y,No,44,2,3,80,4,29,2,3,29,24,11,23
57,Yes,Non-Travel,224,Support,38,1,Other,1,4927,3,Male,148,2,5,Manager,1,Married,7869,7869,8,Y,Yes,24,2,4,80,4,17,2,2,14,14,13,10
35,Yes,Travel_Frequently,1071,Human Resources,43,2,Human Resources,1,4928,3,Female,97,1,5,Manager,4,Divorced,15663,234945,0,Y,No,29,2,2,80,4,38,4,2,1,1,1,1
37,Yes,Travel_Frequently,538,Software,42,4,Technical Degree,1,4929,3,Male,46,4,1,Laboratory Technician,1,Married,49615,744225,4,Y,Yes,40,1,3,80,3,1,2,4,1,1,1,1
22,No,Travel_Frequently,1430,Human Resources,5,4,Medical,1,4930,2,Male,92,3,4,Human Resources,1,Divorced,10299,226578,8,Y,No,1,1,1,80,2,14,3,4,14,14,9,13
18,Yes,Travel_Rarely,1431,Sales,46,4,Other,1,4931,1,Male,172,1,3,Research Director,1,Married,32222,161110,4,Y,No,1,1,3,80,1,33,2,3,28,10,16,26
29,No,Travel_Frequently,471,Human Resources,19,4,Other,1,4932,4,Male,69,1,1,Developer,1,Divorced,2471,2471,0,Y,No,3,4,3,80,1,6,1,4,6,5,4,3
47,Yes,Travel_Frequently,1105,Hardware,31,4,Life Sciences,1,4933,4,Female,181,2,5,Laboratory Technician,2,Married,39102,821142,8,Y,Yes,43,1,1,80,2,20,4,2,6,6,1,6
44,Yes,Travel_Frequently,473,Sales,30,2,Marketing,1,4934,4,Male,45,1,4,Manager,1,Married,27085,27085,7,Y,No,36,1,4,80,1,31,5,3,1,1,1,1
26,Yes,Travel_Rarely,638,Software,3,3,Medical,1,4935,3,Male,134,2,5,Manufacturing Director,2,Divorced,37021,925525,4,Y,No,16,3,2,80,3,31,4,4,4,1,4,3
43,Yes,Travel_Rarely,1380,Hardware,17,2,Technical Degree,1,4936,3,Female,158,3,4,Research Director,2,Married,48947,1468410,4,Y,No,36,1,3,80,2,17,4,4,9,7,9,2
43,Yes,Travel_Frequently,1248,Sales,22,5,Marketing,1,4937,4,Female,102,1,2,Healthcare Representative,3,Married,2442,19536,7,Y,No,19,1,4,80,1,4,6,2,1,1,1,1
55,Yes,Travel_Frequently,1276,Human Resources,41,2,Human Resources,1,4938,1,Male,124,2,5,Healthcare Representative,4,Married,17521,438025,4,Y,Yes,7,3,1,80,2,28,4,1,6,4,3,1
50,No,Travel_Rarely,558,Human Resources,48,4,Medical,1,4939,2,Male,37,4,1,Manufacturing Director,4,Single,4307,34456,3,Y,No,4,1,4,80,4,4,6,2,2,2,1,1
51,Yes,Travel_Rarely,227,Research & Development,32,3,Life Sciences,1,4940,1,Male,71,4,2,Manufacturing Director,2,Divorced,44541,44541,7,Y,Yes,10,3,4,80,3,37,4,2,2,2,1,2
22,Yes,Travel_Rarely,556,Hardware,1,2,Life Sciences,1,4941,2,Female,64,4,2,Research Director,4,Single,4218,4218,5,Y,No,38,1,3,80,4,2,3,4,1,1,1,1
55,No,Non-Travel,461,Sales,46,3,Life Sciences,1,4942,4,Female,59,4,2,Manufacturing Director,1,Single,34165,409980,8,Y,Yes,7,2,2,80,2,25,6,3,17,17,4,16
53,Yes,Travel_Frequently,1153,Software,39,3,Marketing,1,4943,2,Female,52,1,4,Healthcare Representative,3,Divorced,47419,1232894,6,Y,Yes,30,4,2,80,1,27,6,1,1,1,1,1
51,No,Travel_Rarely,371,Software,38,1,Technical Degree,1,4944,4,Male,101,2,5,Research Director,1,Married,7852,219856,7,Y,Yes,21,1,3,80,1,37,2,4,6,3,2,2
30,No,Travel_Rarely,1153,Support,20,3,Other,1,4945,1,Male,60,2,2,Healthcare Representative,1,Single,30549,488784,6,Y,No,12,2,1,80,2,9,1,3,5,2,2,5
20,Yes,Non-Travel,1222,Research & Development,16,4,Life Sciences,1,4946,1,Female,144,3,4,Developer,2,Single,28652,28652,7,Y,Yes,7,1,2,80,3,10,6,2,6,1,3,1
59,No,Non-Travel,837,Research & Development,34,3,Other,1,4947,4,Male,96,3,4,Research Scientist,1,Married,44588,222940,2,Y,No,21,3,4,80,3,24,3,4,5,3,1,2
21,No,Travel_Frequently,956,Support,3,5,Other,1,4948,4,Female,196,2,5,Healthcare Representative,4,Divorced,42101,547313,3,Y,No,15,3,4,80,1,14,3,3,13,13,9,3
41,No,Travel_Frequently,671,Human Resources,36,1,Life Sciences,1,4949,3,Male,191,4,5,Healthcare Representative,1,Divorced,3930,7860,8,Y,No,1,1,2,80,1,34,5,1,32,22,6,10
39,Yes,Travel_Rarely,249,Human Resources,31,4,Technical Degree,1,4950,1,Female,148,3,3,Manager,4,Divorced,13405,201075,5,Y,No,1,2,4,80,1,15,6,2,2,1,1,1
26,Yes,Non-Travel,833,Sales,45,3,Marketing,1,4951,4,Male,144,1,1,Manufacturing Director,3,Single,35033,980924,0,Y,No,39,2,1,80,3,21,4,2,18,1,7,18
30,Yes,Travel_Frequently,134,Research & Development,27,3,Technical Degree,1,4952,1,Male,76,1,2,Manufacturing Director,4,Divorced,3095,12380,8,Y,No,2,2,3,80,3,33,3,3,33,13,20,8
32,No,Travel_Rarely,985,Software,21,3,Medical,1,4953,2,Male,57,2,4,Developer,3,Divorced,10574,63444,7,Y,Yes,26,2,3,80,1,23,3,2,2,1,1,2
36,Yes,Travel_Frequently,235,Software,49,3,Other,1,4954,3,Male,139,3,3,Manufacturing Director,4,Divorced,35857,322713,3,Y,Yes,18,1,2,80,3,26,1,2,23,18,11,11
23,Yes,Non-Travel,1473,Software,49,3,Technical Degree,1,4955,4,Male,59,1,5,Research Director,4,Divorced,27551,743877,4,Y,No,36,3,3,80,4,21,3,4,20,16,7,15
40,No,Non-Travel,1433,Software,38,1,Medical,1,4956,2,Male,90,1,3,Research Scientist,1,Married,29699,564281,8,Y,Yes,17,1,3,80,4,22,4,1,22,10,15,18
53,Yes,Travel_Frequently,485,Software,26,5,Other,1,4957,2,Female,69,4,1,Manufacturing Director,3,Married,40263,241578,2,Y,Yes,47,3,3,80,1,31,4,4,23,20,9,20
58,Yes,Travel_Rarely,304,Hardware,34,1,Technical Degree,1,4958,2,Female,167,2,4,Human Resources,3,Single,15170,364080,8,Y,No,47,4,1,80,3,3,2,1,1,1,1,1
32,No,Travel_Rarely,251,Research & Development,7,1,Medical,1,4959,4,Female,163,2,1,Manufacturing Director,3,Single,21616,129696,3,Y,Yes,6,4,3,80,3,31,4,1,13,13,13,4
34,No,Travel_Rarely,860,Software,46,3,Marketing,1,4960,1,Male,55,4,2,Manufacturing Director,1,Divorced,36800,1067200,3,Y,Yes,2,3,4,80,3,33,5,4,25,20,23,8
59,No,Travel_Frequently,710,Human Resources,15,2,Life Sciences,1,4961,2,Female,65,3,4,Research Scientist,2,Divorced,38684,1160520,4,Y,No,1,4,1,80,3,6,5,2,2,1,2,2
59,No,Travel_Frequently,808,Sales,41,5,Other,1,4962,3,Female,151,3,3,Laboratory Technician,1,Married,41454,1243620,6,Y,No,26,4,1,80,2,10,4,4,9,6,6,8
20,Yes,Travel_Frequently,1432,Hardware,10,3,Life Sciences,1,4963,2,Male,128,2,5,Manufacturing Director,3,Married,40966,819320,7,Y,No,9,3,4,80,1,36,4,2,29,8,11,25
19,Yes,Travel_Rarely,982,Hardware,21,3,Other,1,4964,4,Female,200,4,2,Developer,3,Single,20785,207850,8,Y,No,3,3,1,80,1,26,2,1,1,1,1,1
55,Yes,Non-Travel,721,Human Resources,3,3,Medical,1,4965,1,Female,195,1,1,Research Director,2,Divorced,22276,200484,2,Y,Yes,8,1,3,80,4,16,3,2,14,4,9,13
41,Yes,Non-Travel,1466,Research & Development,25,2,Medical,1,4966,3,Female,154,4,1,Research Director,1,Married,37483,1087007,3,Y,No,36,2,4,80,1,10,4,3,6,3,6,1
26,Yes,Non-Travel,792,Software,19,1,Other,1,4967,1,Male,142,2,2,Research Director,1,Married,29702,742550,6,Y,Yes,4,2,4,80,1,12,6,3,7,2,3,4
42,No,Non-Travel,131,Research & Development,18,1,Marketing,1,4968,2,Female,88,1,5,Manager,2,Divorced,27498,714948,2,Y,No,22,2,3,80,1,20,1,2,12,8,7,12
29,Yes,Travel_Frequently,230,Software,19,5,Other,1,4969,3,Female,141,4,3,Manufacturing Director,3,Married,5575,161675,0,Y,Yes,32,4,3,80,3,16,6,1,16,2,9,8
29,No,Non-Travel,1252,Human Resources,50,2,Technical Degree,1,4970,2,Male,191,4,1,Manufacturing Director,2,Divorced,32919,362109,5,Y,No,18,3,3,80,1,23,1,1,18,11,2,16
31,No,Travel_Frequently,137,Software,32,4,Life Sciences,1,4971,3,Female,61,4,3,Developer,4,Single,10881,152334,0,Y,Yes,48,1,2,80,1,38,3,4,6,2,5,4
43,No,Travel_Rarely,175,Hardware,34,5,Marketing,1,4972,1,Male,156,3,1,Developer,2,Married,32718,948822,3,Y,No,32,4,2,80,1,20,2,1,5,1,3,1
32,Yes,Travel_Frequently,283,Human Resources,16,2,Life Sciences,1,4973,4,Female,83,2,2,Research Director,4,Single,41057,615855,2,Y,Yes,12,3,3,80,1,16,6,2,4,3,4,4
22,No,Travel_Rarely,1442,Support,19,5,Marketing,1,4974,2,Male,74,1,5,Research Scientist,2,Single,1024,7168,7,Y,Yes,43,3,4,80,2,14,2,4,9,7,8,6
29,Yes,Non-Travel,1147,Software,9,1,Medical,1,4975,3,Female,141,4,5,Human Resources,4,Divorced,7607,91284,7,Y,Yes,49,2,1,80,2,4,2,3,2,2,1,1
25,No,Travel_Frequently,630,Research & Development,5,3,Life Sciences,1,4976,2,Female,44,1,5,Human Resources,4,Divorced,35124,702480,4,Y,Yes,15,4,2,80,4,28,3,3,15,8,10,9
49,Yes,Non-Travel,1481,Support,6,5,Other,1,4977,3,Male,175,3,2,Healthcare Representative,4,Married,21479,21479,3,Y,Yes,49,4,3,80,4,25,5,4,5,2,3,1
28,Yes,Travel_Rarely,599,Sales,14,3,Marketing,1,4978,1,Male,159,1,2,Laboratory Technician,1,Married,7884,15768,4,Y,No,1,2,1,80,4,35,4,1,32,12,2,24
47,No,Travel_Frequently,977,Sales,5,3,Medical,1,4979,4,Female,109,4,1,Laboratory Technician,4,Divorced,26629,319548,0,Y,No,41,3,3,80,2,28,5,1,3,1,3,2
52,Yes,Non-Travel,129,Sales,37,5,Medical,1,4980,3,Male,48,2,4,Healthcare Representative,2,Single,11764,105876,6,Y,Yes,0,4,4,80,3,35,1,4,2,1,1,2
57,No,Travel_Frequently,1163,Sales,3,4,Marketing,1,4981,1,Male,62,2,4,Human Resources,4,Divorced,44727,491997,8,Y,No,9,3,4,80,1,3,5,1,3,3,3,1
36,Yes,Travel_Frequently,1118,Sales,49,3,Human Resources,1,4982,1,Male,79,1,4,Research Director,1,Divorced,24126,723780,5,Y,No,2,1,2,80,1,11,1,2,10,4,8,7
20,Yes,Travel_Frequently,817,Sales,19,2,Human Resources,1,4983,4,Female,154,2,5,Developer,4,Married,4428,61992,3,Y,Yes,16,1,4,80,2,25,3,2,20,14,17,8
56,No,Non-Travel,1036,Human Resources,32,1,Medical,1,4984,2,Male,43,3,3,Sales Executive,2,Married,36022,360220,7,Y,Yes,17,2,1,80,2,6,5,2,6,5,2,5
48,No,Non-Travel,731,Human Resources,26,4,Human Resources,1,4985,3,Female,146,3,5,Manufacturing Director,1,Married,41155,452705,1,Y,No,37,2,1,80,2,22,3,2,10,10,1,6
36,No,Travel_Rarely,708,Support,31,2,Other,1,4986,2,Male,92,4,1,Research Scientist,4,Single,49137,884466,3,Y,Yes,32,3,4,80,2,24,1,1,22,7,22,10
51,Yes,Travel_Frequently,792,Research & Development,12,2,Technical Degree,1,4987,2,Female,77,2,3,Manager,3,Single,15821,142389,0,Y,Yes,23,1,1,80,3,18,5,2,15,8,1,14
31,No,Non-Travel,409,Research & Development,40,3,Medical,1,4988,2,Female,172,3,3,Sales Executive,1,Divorced,8092,186116,0,Y,No,21,1,2,80,3,10,3,2,4,4,3,3
19,No,Non-Travel,732,Sales,20,4,Technical Degree,1,4989,4,Male,166,1,3,Manufacturing Director,2,Single,13436,241848,5,Y,No,39,1,1,80,4,36,6,3,6,4,2,6
49,No,Travel_Frequently,1046,Sales,42,3,Human Resources,1,4990,1,Male,74,1,5,Research Director,4,Single,47782,477820,8,Y,Yes,34,4,1,80,4,37,5,4,37,8,31,7
44,Yes,Travel_Frequently,814,Software,23,4,Marketing,1,4991,3,Female,31,4,5,Sales Executive,3,Divorced,45043,90086,0,Y,Yes,22,3,2,80,2,14,4,1,9,2,3,7
29,Yes,Travel_Rarely,923,Software,13,1,Human Resources,1,4992,1,Female,196,3,5,Research Scientist,4,Married,47941,431469,3,Y,Yes,15,3,1,80,2,34,6,4,33,5,25,29
18,No,Travel_Frequently,484,Human Resources,35,2,Medical,1,4993,2,Male,35,3,2,Healthcare Representative,1,Single,38897,77794,0,Y,No,14,4,4,80,4,29,6,2,9,7,5,6
43,No,Travel_Rarely,1356,Hardware,28,3,Technical Degree,1,4994,1,Female,88,4,2,Sales Representative,4,Divorced,49623,1339821,8,Y,No,39,3,3,80,2,37,4,3,20,15,5,9
36,No,Travel_Frequently,386,Software,12,1,Other,1,4995,1,Female,94,2,2,Research Scientist,3,Single,19350,154800,2,Y,Yes,7,4,1,80,3,10,1,2,3,1,2,2
34,No,Non-Travel,1127,Hardware,29,1,Human Resources,1,4996,3,Female,91,4,2,Manager,1,Married,50780,253900,3,Y,Yes,0,4,2,80,1,4,4,4,2,1,1,2
26,Yes,Non-Travel,852,Human Resources,16,1,Medical,1,4997,1,Female,45,1,1,Human Resources,3,Married,34368,481152,2,Y,No,15,4,2,80,2,40,3,4,1,1,1,1
26,No,Travel_Frequently,754,Human Resources,48,5,Technical Degree,1,4998,1,Male,151,4,2,Laboratory Technician,3,Divorced,10638,117018,7,Y,No,19,4,2,80,3,24,6,4,7,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,15,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,18,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,28,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,9,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,13,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,17,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,15,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,7,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,21,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,16,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,14,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,23,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,14,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,23,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,36,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,10
